scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2022;CumulativeEmissions;TotalCost;waterbed_sealed;CumulativeEmissions_PS;CumulativeEmissions_IND;CumulativeEmissions_H2S
45;expensive electrolysis;1682;254.9188228751168;7.603428283108279;0.29078029602973476;0.2065608124350432;1.3167609351622291;0.08104564857489785;0.013928950036005638;0.4284158062168437;4.348494783188387;0.15133274554343035;1.8516679893292882;0.07730168363722976;0.014902570520054365;0.4535109753123075;0.000741399;92.69211803739705;11936.749126554065;2.088635798941463e6;2040.0;2423.183405996561;8532.579023877015;980.9866966804926
45;cheap electrolysis;1779;265.1199782031668;8.119992809494;0.4661948337104534;0.20062953839497102;1.1748929678784978;0.08180476267293744;0.01278138992741385;0.349315984397542;4.472671898192258;0.10449543446550365;1.7556223066136862;0.08022222535669721;0.006770661058638337;0.3710620417340525;0.000741399;92.60645670983838;11926.501179996578;2.0716090474544829e6;2040.0;2402.929701748562;8542.464437055252;981.1070411927798
45;double CNHydrogen target 2030;1990;299.76497619875016;4.537422305619435;0.34061175480680494;0.20637594436951465;0.8715589249769838;0.08000639569266506;0.009963687693345049;0.5740705305252433;3.5330340858873837;0.13214270590237526;1.5947134209916023;0.06989829404534559;0.022019107399310466;0.29820508684846614;0.000741399;92.64517856195178;11929.470280569958;2.11001570366454e6;2040.0;2398.8696152267116;8545.636083020549;984.9645823227087
45;Low discount rate;1764;252.93749618936678;6.724739981931076;0.04794912577569326;0.1499369620305587;0.12484250660409232;0.08202633461165378;0.006820245008452484;0.36036743846821456;4.417803718453556;0.1544571142066129;0.07633425751558554;0.07340363937709703;0.007546896515665852;0.38460234984407177;0.000741399;120.55892018267426;11401.441654378794;2.5242640464367094e6;2042.0;2078.7214367326656;8443.367740419853;879.3524772263034
45;High discount rate;1369;202.50972401300012;2.8318158522000556;0.19770752653792992;0.18125970334514513;1.700020221067658;0.0822826793144974;0.024199998663328108;0.5575121737298021;4.5524810947329515;0.14891913406874221;2.196703961099689;0.0625947675464418;0.012177482857657226;1.221808621433038;0.000741399;73.1577064825625;12634.514089406352;1.7664062773139407e6;2039.0;2804.1405068180984;8642.096242589738;1188.2773399985078
45;No new nuclear-biomass;2921;357.5808779127335;2.383080487252594;0.06938469750296307;0.12770137193134454;0.1723390484104398;0.08246210591077119;0.005453605363157559;0.20217154034613669;2.832423493177986;0.11475412972757795;0.33960804367749414;0.07821776368311399;0.005746128314915441;0.10489251480724572;0.000741399;93.05250774826328;11925.360510125838;2.0823680396549643e6;2040.0;2417.975508803476;8523.208126785601;984.1768745367755
46;ref;1702;229.75468725218343;9.227896944750634;0.1057491890907512;0.2050652383270117;1.7071282951984996;0.08013818311165667;0.055095887523313375;0.4124964259853064;5.016458879362547;0.17066513425530547;2.097903784118628;0.0708679297366975;0.12166698922642581;0.4367772250653095;0.000741399;92.88551687433753;11946.796665438605;2.0820184108970137e6;2040.0;2442.8444177449364;8518.044444921557;985.9078027721067
46;low natural gas price;10000;1455.5233566445675;35.106167749005515;6.528605358533091;0.1509419872488365;0.37934565823818167;0.27173666890751585;0.612392769221313;0.009245021345964805;60.703357498489176;0.1509523837458673;0.46280057294086313;0.3950920358874794;0.724126167076728;0.0073135935155114766;0.000741399;102.75308307325525;11930.923942452346;1.952842641302915e6;2040.0;2702.836470091142;8068.774263920075;1159.313208441128
46;high natural gas price;1939;227.38832455725012;1.7497946513932627;0.05104771712977004;0.14163647990494338;0.9398812133706413;0.0823870404488035;0.04965630390216299;0.3714343966418552;1.5682911053278532;0.12692733013922258;1.7408080783131032;0.06594168728089349;0.10957538239433672;0.09919142332432326;0.000741399;85.36922589291166;12126.869689517567;2.2721370042290953e6;2040.0;2059.949184891945;9102.049664720831;964.8708399047929
46;Low RES buildout;1489;209.69939122493344;2.160226421008097;0.045461455347557654;0.17255133448066998;1.3928587030861845;0.08235296860813299;0.08010144245591203;0.4726570107397452;2.3330346071728814;0.15678697528821495;2.4528538708299132;0.056873159178239145;0.040145391680464985;0.5513581654332914;0.000741399;94.08343546372198;12739.151920649958;1.9891537863500556e6;2040.0;3262.950755803218;8456.155916064257;1020.0452487824851
46;High RES buildout;1985;261.3899129470835;2.3035097354629848;0.044452218137652495;0.16503540047539036;1.3747447787924059;0.08245286690915492;0.04144909330914388;0.33470028829818316;1.3560599992794216;0.13667969003775668;1.6255323781368227;0.064354659398975;0.09136759736861942;0.3578969464176661;0.000741399;92.5642610523511;11535.430056102507;2.0830432229315727e6;2040.0;2416.4839794999543;8511.917451216075;990.2708324242786
46;low industry emission reduction rate;1552;208.36730612986676;3.017189673256122;0.0526485873705303;0.18677939232739782;1.6987230562497455;0.08177755736500289;0.06673176081823894;0.4510193178530093;2.2215063806945152;0.16688982727924406;2.648974742521929;0.07681974609946976;0.03419777861670928;0.990560534481152;0.000741399;96.3800037716593;11873.801824068772;2.090860250822423e6;2040.0;2376.3336735325142;8541.443525409773;956.0246251264825
46;cheap SMR+CCS;1702;226.18561164113345;9.227896944750634;0.1057491890907512;0.2050652383270117;1.7071282951984996;0.08013818311165667;0.055095887523313375;0.4124964259853064;5.016458879362547;0.17066513425530547;2.097903784118628;0.0708679297366975;0.12166698922642581;0.4367772250653095;0.000741399;92.88551687433753;11946.796665438605;2.0820184108970137e6;2040.0;2394.359296348898;8500.986605829838;954.3253893923606
46;expensive SMR+CCS;1702;229.31027160355012;9.227896944750634;0.1057491890907512;0.2050652383270117;1.7071282951984996;0.08013818311165667;0.055095887523313375;0.4124964259853064;5.016458879362547;0.17066513425530547;2.097903784118628;0.0708679297366975;0.12166698922642581;0.4367772250653095;0.000741399;92.88551687433753;11946.796665438605;2.0820184108970137e6;2040.0;2442.8444177449364;8518.044444921557;985.9078027721067
46;High electrolysis buildout;1592;213.45701569483344;8.217136270239626;0.12946945648641048;0.20675257406006295;1.427856496138843;0.08091205068950724;0.06389965826652676;0.4448664661278807;4.664358744161734;0.15655019996981723;2.6149354634196484;0.07412214887729793;0.015390516537295064;0.4745800468278354;0.000741399;92.97970592480948;11952.198382040346;2.0767535349560785e6;2040.0;2419.960863227546;8507.589716732204;1003.1366695761573
46;Extreme electrolysis buildout;1570;213.5513487693501;3.885194113410163;0.019022240199970127;0.20089890780470562;1.39294162299624;0.08233249205463983;0.06488609372621347;0.43888060546185115;2.6903591272397405;0.12242918859128182;2.642085453214953;0.04867542299090838;0.033248081824720783;0.9592616698451892;0.000741399;92.99094006092366;11918.490847432613;2.0850416984842122e6;2040.0;2418.7896838159;8508.550799458544;989.452344196147
46;2030 res target 60;1538;207.25972819808342;2.6285384616951837;0.027293170419796398;0.19862811164835342;1.890548686954533;0.08248311657401663;0.0639469705806533;0.44866759747269136;2.2644903884520327;0.20487701057802687;3.0590840340312018;0.06796324741124637;0.1413908209378089;0.9826596157782309;0.000741399;93.06538613476232;11931.507562317936;2.0851741577926513e6;2040.0;2425.0491005209283;8525.809064401974;980.6493973950425
46;2030 res target 80;1733;230.41534824126677;2.1917066777590084;0.06750693260910308;0.20645750284549577;2.7794157744050647;0.07502970961462177;0.04693259924250333;0.4209698648676618;2.602604755530137;0.19734054724000696;3.931544044002573;0.06958147584032806;0.025280161338952813;0.22526617828116763;0.000741399;93.14834549339339;11921.472379673205;2.0885752746103765e6;2040.0;2422.6415592214557;8524.521920738292;974.308899713455
46;Expensive RES;1600;223.8424314548501;7.298178788204996;0.19913443847731407;0.18987435278317571;1.6472553204059286;0.08228748225099766;0.06327049922041574;0.4428308646095388;4.443061231090219;0.1256061183171986;2.4780826841156665;0.06217012657720758;0.015902321083462772;0.2263373165966071;0.000741399;93.40139775176397;11944.435941097292;2.103064907624247e6;2040.0;2442.9047682889022;8490.765781066397;1010.7653917419918
46;Cheap RES;1416;177.9748764618834;2.61092383947445;0.05260676709730239;0.1945732729554282;1.8974271703000611;0.08087997837990706;0.07472962406222322;0.5140682505198088;2.133601075259274;0.2040820726122613;3.1204726872100634;0.07246249385566692;0.16511377172502678;0.12423364453711294;0.000741399;92.44655612815048;11956.825858578124;2.0355365378015032e6;2040.0;2416.6355844075383;8569.725752894132;970.4645212764668
46;low demand growth;1690;235.7548126515501;1.6556420520416504;0.03914279802978595;0.17538910798849966;1.5489206854322188;0.081334981839365;0.05686985205445135;0.38956494259381175;1.168882175040129;0.09606259458263831;2.1000773346512105;0.04851185624552358;0.061335712261267855;0.4177975826509741;0.000741399;90.961007944709;11869.437327205098;1.9449983907969454e6;2040.0;2184.6263426136197;8656.050511484515;1028.7604731069616
46;high demand growth;1711;228.77344270068346;3.227783508164091;0.10832637257822636;0.1916038226493155;1.5424102771073807;0.08132843480633403;0.05834154138567414;0.43489783094533535;2.9133870052455904;0.21214381945328492;2.3757670844682344;0.0822869905798134;0.030403206715197743;0.4651676328316219;0.000741399;96.03896360058876;12100.514615487193;2.3595905540748644e6;2042.0;2120.109264432993;8160.886095405609;1491.962872506914
46;expensive electrolysis;1503;206.47890301498344;3.9944051284734026;0.06306756893574615;0.20068461049693354;1.6768831884503208;0.0822628979422827;0.06995272200726062;0.49356347620597013;2.5822864471625793;0.10984455743128352;2.701097476389813;0.06039281609161753;0.01700623660341824;0.5264120381145224;0.000741399;93.09388662274316;11944.319066710397;2.0857119305916594e6;2040.0;2426.7863653777517;8511.507194333139;1006.0255069995
46;cheap electrolysis;1620;224.31802263891677;8.350327029535752;0.14124340979024344;0.20509080867755164;1.4152579705201096;0.08111462167491655;0.062348573192757106;0.39258234224801253;4.833632894059406;0.17100178434794008;2.596060607987482;0.05557035471422187;0.03135198577691756;0.8597847362175087;0.000741399;92.93629192258912;11950.247318047941;2.0698771337505297e6;2042.0;2120.109264432993;8160.886095405609;1491.962872506914
46;double CNHydrogen target 2030;1721;240.32900720270013;10.4439700371959;0.4609892941254939;0.2016062911784161;1.7034980642442736;0.08205791331311942;0.057595246566444255;0.6592058407002895;7.367781460070083;0.11847625243750011;2.0318045688520474;0.06727365917059937;0.022018980774841573;0.3413138129848284;0.000741399;92.84283563305269;11943.299615862103;2.109359181575073e6;2040.0;2436.359262386367;8521.155539604166;985.7848138715726
46;Low discount rate;1839;244.4052256265001;4.175651542648076;0.04141964691929709;0.1636386235663045;0.4518322206927319;0.08249869639299195;0.02457574063768085;0.35155598998687904;2.8828917881521137;0.10301830692827081;0.3260573981145373;0.06490909643032389;0.05172511854879496;0.08552810337065664;0.000741399;120.50181990120349;11394.361165484142;2.5250118488701945e6;2042.0;2071.833800447131;8439.655698344974;882.871666692033
46;High discount rate;1394;191.79220370633342;3.3975711058366893;0.050357147440942655;0.17448568032746195;1.894106868926114;0.08248285554343635;0.08299352498300436;0.5590069882674206;2.686138494188526;0.13073457132009667;2.413165469286623;0.053011306314345884;0.18292747317898614;0.5960725221304318;0.000741399;72.91483594673346;12633.748781136526;1.7684109212666529e6;2042.0;2046.7320164649896;8123.936494059241;1468.8824941454611
46;No new nuclear-biomass;2780;302.9327011759168;2.1580469077418916;0.0279903405576716;0.13328616594979478;0.9803750652270224;0.08243846235780446;0.021820040590597802;0.21239047264955266;1.2563109903518326;0.10197971994600893;1.1030744808446469;0.07719832826187506;0.04852667255505406;0.22704656064478;0.000741399;93.0020769995077;11917.83186271542;2.0829511269859893e6;2040.0;2416.296450723767;8522.166430043682;979.3689819479663
47;ref;1664;265.5117807355335;17.707665750922747;0.47418256574055717;0.20466260554662488;1.1624035934328385;0.07672980215375415;0.008768634850479257;0.42812323762490295;35.26580282275216;0.17356037628688598;1.5412079275604418;0.08003467604762748;0.0023441064904275895;0.21885065614558236;0.000741399;93.0312014884664;11914.86609095736;2.0806558707470135e6;2040.0;2418.5937835179625;8508.753800037844;990.8228065858261
47;low natural gas price;10000;1647.987351563751;13.45348425957651;1.0882014501807367;0.11949666332408033;0.22726874819518356;0.6545599427239147;0.8003808161405511;0.009083283950569636;29.803889057401786;0.11043325819530968;0.17737579620286598;0.5017036791751897;0.5861339720137076;0.0043225249200013;0.000741399;100.32730055137195;11609.774386008772;1.9496489450845914e6;2040.0;2755.7932505829444;8060.902496364054;793.0786390617826
47;high natural gas price;1666;215.84333603291677;2.36700097045516;0.03803183016335489;0.14507354491320612;0.7721372118188821;0.08249184602029949;0.007617138919662372;0.4777637295565082;2.2554987313827675;0.141809546051076;1.0491303615384875;0.06996252746898438;0.015714089712554134;0.24733981750637604;0.000741399;85.43830506833578;12112.392747028245;2.2679214732121625e6;2040.0;2062.663010888408;9087.791324153884;961.9384119859545
47;Low RES buildout;1460;243.25996539330012;3.029009580844268;0.0505595924197327;0.18844472354644806;1.3169354824131352;0.08243906950694685;0.0374604230436489;0.5037369944722688;3.117157604699699;0.18697388432937617;1.848066812753571;0.0604389812619913;0.042433943232977146;0.28376852658307145;0.000741399;94.20350692815052;12736.56561799553;1.985170820600391e6;2040.0;3265.388867420893;8448.631207809525;1022.5455427651106
47;High RES buildout;1619;240.63074902433345;5.164176418931274;0.06583220956106695;0.19292769339923013;1.3699402293979723;0.08250830640246154;0.009361173746550405;0.4203471891857327;2.6298956793048376;0.12255232949095543;1.6179841219214244;0.05444907658663221;0.002249568525229726;0.9184153976394751;0.000741399;92.85299014563309;11520.985459050575;2.0790360016159886e6;2040.0;2038.7747944645714;8528.629925843503;953.5807387425109
47;low industry emission reduction rate;1587;243.77949767181678;2.298281615700461;0.16430114040464874;0.15769307641603683;1.269252840443726;0.08137603095747639;0.010777014238450552;0.46474183878821373;3.979746919619003;0.20590571590513657;1.6137591409246546;0.07082059896775453;0.0024596567750041123;0.24185202669030212;0.000741399;96.5332733619748;11865.183973032616;2.0893593561115183e6;2040.0;2374.848193396578;8532.402297505163;957.9334821308743
47;cheap SMR+CCS;1664;255.39698977328345;17.707665750922747;0.47418256574055717;0.20466260554662488;1.1624035934328385;0.07672980215375415;0.008768634850479257;0.42812323762490295;35.26580282275216;0.17356037628688598;1.5412079275604418;0.08003467604762748;0.0023441064904275895;0.21885065614558236;0.000741399;93.0312014884664;11914.86609095736;2.0806558707470135e6;2040.0;2422.3303860588567;8519.367212829964;973.1684920685387
47;expensive SMR+CCS;1664;258.3638344944168;17.707665750922747;0.47418256574055717;0.20466260554662488;1.1624035934328385;0.07672980215375415;0.008768634850479257;0.42812323762490295;35.26580282275216;0.17356037628688598;1.5412079275604418;0.08003467604762748;0.0023441064904275895;0.21885065614558236;0.000741399;93.0312014884664;11914.86609095736;2.0806558707470135e6;2040.0;2422.3303860588567;8519.367212829964;973.1684920685387
47;High electrolysis buildout;1701;254.25006748048344;8.411206141910064;0.5252005848477759;0.19880355040006564;1.09135337851126;0.08249489123138846;0.008001159130740978;0.4098907070690953;4.2659251686770245;0.12245900508995675;1.47377377662819;0.07069187866889105;0.016673517261612265;0.4359026493572911;0.000741399;92.9498711446147;11952.233678647839;2.0785661620166053e6;2040.0;2421.8787347210387;8507.693559574805;1001.6929719737449
47;Extreme electrolysis buildout;1647;254.5311792753001;7.187926096546403;0.3871116304611943;0.20670184155647697;1.2966180000642429;0.08204296279782243;0.008821161780699029;0.42486271958669486;3.9778691574136182;0.11980005122289183;1.5141270378012184;0.0703781074723474;0.00923589478728157;0.4518802709149237;0.000741399;92.96783321504537;11901.920494551552;2.0843935360203567e6;2040.0;2406.782182316134;8526.064993473272;969.0733187621372
47;2030 res target 60;1912;293.9577098437002;3.7839721465050733;0.06299833642822261;0.18358641091396166;1.8336280340375213;0.08233487704063064;0.006855375684343431;0.34541237887880394;2.0834960836113714;0.09441522605215949;1.771541251122496;0.042220783041107;0.00704898513714982;0.7577586952450875;0.000741399;92.7206543351038;11927.277631371073;2.0823577334517648e6;2040.0;2403.774482524701;8542.516133955323;980.987014891044
47;2030 res target 80;2002;318.9311250357502;4.9961511721861;0.08244340806755573;0.1975536332499853;2.530502783636254;0.08096955668865943;0.007180492884953066;0.32803000039019303;2.5293708700389232;0.1305913442441216;2.223282607045004;0.07941151272037679;0.004403566971629845;0.7138481107800422;0.000741399;92.5794676525887;11933.10420190474;2.0827381670629093e6;2040.0;2400.799883065819;8550.801423751898;981.5028950870385
47;Expensive RES;1824;289.20580248318345;3.2784789985581093;0.11403993426784374;0.18327623012110836;1.1887956453240944;0.08245838407528588;0.008303806143910806;0.3855794001412761;1.9936573874070624;0.164865014185504;1.3571696337631654;0.05424046986423212;0.009269279367917237;0.19983098183291773;0.000741399;93.31466251439267;11910.483580905227;2.1042121023019976e6;2041.0;2119.4726800349763;8802.533706947486;1042.3779123186107
47;Cheap RES;1370;227.06650693396676;2.633936888928476;0.10000305399493345;0.19583644304176367;1.9478628093339487;0.08183000280582962;0.012531353232858224;0.5306524176313299;4.00008350699865;0.1423767706170542;1.8445562659928738;0.07985803417935414;0.0032561581636060275;0.5654528895379721;0.000741399;91.60585951878714;11969.209660687931;2.0360490911379552e6;2041.0;2139.01705788387;8801.691049715037;1022.5848622242332
47;low demand growth;1655;266.6078398229668;2.8920741168405026;0.059368720626653264;0.16456397339568943;1.4951072391325826;0.08243541830595319;0.00858040648108885;0.41451304066378203;1.6038810969560138;0.15244466101963491;1.3098365814046538;0.06475255433941433;0.018870320348970175;0.44497545033014685;0.000741399;90.67121835159107;11870.483404582486;1.9448848612041022e6;2040.0;1948.4194074960258;8892.71191139359;1041.356824405531
47;high demand growth;1688;265.28492091703345;3.353592806301459;0.08923196855222071;0.15823831191263243;1.0345586667166982;0.08252291934527758;0.00837237949065924;0.46000171624729524;2.792161267443709;0.13088906484551757;1.5052546990249742;0.054466914652170455;0.009155005491663535;0.11278114929417943;0.000741399;96.52408014582743;12073.395268763585;2.359220306586817e6;2041.0;2139.01705788387;8801.691049715037;1022.5848622242332
47;expensive electrolysis;1674;259.37353121048346;7.251927903342962;0.3612623670476117;0.20384892026022147;1.225597980953975;0.08220940229469086;0.00839159450238412;0.4390892705202459;4.094971425602299;0.08825588575824567;1.495139323105913;0.0649285468126535;0.018555925276258007;0.22424187761756684;0.000741399;92.92448703699658;11921.385841343113;2.084890458317599e6;2041.0;2138.017796458325;8802.248052472836;1023.1879835653644
47;cheap electrolysis;1648;257.5541607206168;6.69497404243784;0.09693449598565712;0.20661454391223072;1.3957697053004077;0.08211706165786117;0.009009539744460995;0.4002636553519144;3.3727459642271023;0.09893468760378672;1.501864846430172;0.05428582186665023;0.002331003279052157;0.0962914950981879;0.000741399;92.97477501400958;11918.046038909506;2.0712691777108624e6;2041.0;2139.01705788387;8801.691049715037;1022.5848622242332
47;double CNHydrogen target 2030;1983;307.8377852670668;2.8850471945938163;0.08639228921140403;0.15555737263223432;0.9980167428568886;0.08228009327522262;0.0065019114871858385;0.5787026954496173;1.7801145520874626;0.1414729312889937;1.2942433876835064;0.05755875475817325;0.003678911117032508;0.14337561872299806;0.000741399;92.99016843228274;11920.589509209885;2.1108337795350244e6;2041.0;2141.446115509938;8797.337975479506;1026.6776657404696
47;Low discount rate;1496;232.3344242413001;5.580740663601154;0.052343983071232905;0.16583520145867495;0.3604040508638031;0.08242613267520699;0.006075137683558006;0.4498874691685272;5.418456749514104;0.10225797807802658;0.312918342136558;0.06748853794834557;0.0030368239578325786;0.23246184766141745;0.000741399;120.66835047729556;11385.241017437562;2.5232942084248364e6;2042.0;2081.3330696647554;8434.206528616487;877.6873402673456
47;High discount rate;1483;227.47787404298344;3.8177158382939065;0.06179738289560897;0.1982786815926071;1.3530734936752447;0.08243141261353779;0.014877127902799495;0.5372669936316308;3.1109151727432898;0.16718776627632;2.2508948255868284;0.0750935341250559;0.007982591038471248;0.2770217411215039;0.000741399;73.21446779058046;12633.340538480326;1.7641060285226863e6;2039.0;2802.5368530879155;8619.430015526368;1211.3736698660603
47;No new nuclear-biomass;1664;202.91111256486678;10.642896850730642;0.226230117380462;0.1960148845342662;1.0904166171126544;0.0819625883550595;0.008661774556197047;0.42875477472027856;5.59523864905611;0.11799099017560499;1.4084361295962706;0.06511376007409914;0.004363559337178571;0.21941170778782274;0.000741399;92.94329263269088;11919.804558905038;2.080104250464114e6;2041.0;2155.63121325471;8732.340793663698;979.7300969670213
48;ref;1502;200.4309622450001;6.752513699000734;0.3206439478669227;0.206463015773313;1.3725925458762478;0.08043278889917407;0.007966969270556939;0.45320506951718903;3.6119913703084396;0.11204688030088668;1.3577866713483477;0.06225117580255713;0.008610771105920333;0.4816896483250002;0.000741399;92.96722425235974;11926.421974341141;2.0774890969479312e6;2040.0;2422.0117292109653;8522.616650217253;981.7935949129261
48;low natural gas price;10000;1360.294062529334;34.55451768091075;6.100008039004746;0.16258084777129242;0.026600714128398102;0.6701266790828306;0.4276285412419236;0.008563020605406752;52.715600317534324;0.14403944097537028;0.027708278045279065;0.4486611988442274;0.2983820538669164;0.006513271906824378;0.000741399;102.90819821757712;12113.025471238921;1.9500371265164202e6;2040.0;2700.4633240100634;8076.61297612913;1335.9491710997236
48;high natural gas price;1654;183.1161461072501;2.185680054205375;0.07636382613107427;0.13330225475307036;0.6631634538482009;0.08220115529860768;0.005789187497797885;0.48910468058069245;2.634070646072627;0.13065007669757206;0.9247906424117508;0.08155366211221138;0.0028853303766973397;0.11999164216600533;0.000741399;85.58658041422117;12120.527618763354;2.267754860214585e6;2040.0;2061.187862438715;9086.73614245966;972.6036138649731
48;Low RES buildout;1380;194.09142833536677;3.690628675289359;0.060233132115206235;0.19247779319331063;1.0942761303854893;0.0822238581986136;0.04074494816137498;0.5229951163388916;2.569443248420805;0.15445538700479317;1.4849095982680927;0.08137126056332561;0.08993539276978098;0.6109248575014266;0.000741399;94.21779230925253;12737.364633913727;1.9849913824809599e6;2040.0;3273.054438631199;8430.940354434817;1020.6667153494362
48;High RES buildout;1610;212.62233782141678;2.628887704489115;0.15531619915676448;0.17611185392839881;1.301545118557888;0.08225791690637331;0.007281998868472709;0.4322936308262182;4.0561376972245435;0.16296281471596194;1.2856795357722401;0.05583668319811488;0.007380980112957448;0.10895407207267048;0.000741399;92.9085617165715;11515.035702163283;2.081418209121232e6;2040.0;2418.449107573151;8508.476036550186;988.5914502582036
48;low industry emission reduction rate;1406;193.55257650801678;2.3520798335683084;0.051331221278200015;0.1916194968309791;1.3777427061125533;0.08249686553426117;0.010738265427338533;0.5001321159134462;2.062641458098691;0.1832186564966199;1.5029759663947877;0.05990045069962364;0.0024935314262651857;0.2588961182589563;0.000741399;96.59230553453511;11853.712215915055;2.0896799950547507e6;2040.0;2390.930528202057;8506.669411248218;955.9468108343146
48;cheap SMR+CCS;1502;206.59760219465008;6.752513699000734;0.3206439478669227;0.206463015773313;1.3725925458762478;0.08043278889917407;0.007966969270556939;0.45320506951718903;3.6119913703084396;0.11204688030088668;1.3577866713483477;0.06225117580255713;0.008610771105920333;0.4816896483250002;0.000741399;92.96722425235974;11926.421974341141;2.0774890969479312e6;2040.0;2422.0117292109653;8522.616650217253;981.7935949129261
48;expensive SMR+CCS;1502;205.64998404731676;6.752513699000734;0.3206439478669227;0.206463015773313;1.3725925458762478;0.08043278889917407;0.007966969270556939;0.45320506951718903;3.6119913703084396;0.11204688030088668;1.3577866713483477;0.06225117580255713;0.008610771105920333;0.4816896483250002;0.000741399;92.96722425235974;11926.421974341141;2.0774890969479312e6;2040.0;2422.0117292109653;8522.616650217253;981.7935949129261
48;High electrolysis buildout;1518;211.83720857446676;6.130744509840263;0.17965042619544172;0.20596497939475222;1.617587512133517;0.08125325129978782;0.00777117189040837;0.4563884146046539;3.265331325442755;0.1403366884090588;1.2839330391628248;0.05020178021757052;0.004149165232374745;0.10910584088449286;0.000741399;92.99460761446052;11951.528646756109;2.0750092618752234e6;2040.0;2420.3152063699986;8523.169368120227;1008.044072265891
48;Extreme electrolysis buildout;1658;226.77531875943345;21.11606746235674;0.35255302365620494;0.1983238252003391;1.1657008993178903;0.07702304425711236;0.006411304585020402;0.4077700762065724;48.16113924891281;0.13363845142998074;1.2003979114826828;0.07171603383122031;0.01448050277445879;0.43394174506393973;0.000741399;92.93075084374331;11898.548276363796;2.0853278066500085e6;2040.0;2405.252555245776;8522.375710553988;970.9200105640482
48;2030 res target 60;1636;231.39325035671678;7.732167986970373;0.16059804647336415;0.20675782187575767;1.8613300855101667;0.0730442672727808;0.007933957380978759;0.40648080616729493;3.735745406629765;0.1276773314321365;1.7461559193996543;0.05529116047633861;0.004072537383631912;0.8914435398334402;0.000741399;92.77436316534362;11927.62199052879;2.080123935259237e6;2040.0;2420.0106225646186;8510.17479165415;993.4551725229813
48;2030 res target 80;1750;238.60918956731678;3.81672683264192;0.08778307747481709;0.20643906321463387;1.967412843651359;0.08149456131358675;0.00599754790805784;0.3828446446879849;2.4782362520719947;0.15399726370857306;2.5371800173610257;0.058081297587780495;0.012963531957426486;0.1968289917977388;0.000741399;92.72912259886913;11944.327222093294;2.0824731782355818e6;2040.0;2405.0176217258486;8541.54360423132;997.7659961361278
48;Expensive RES;1708;240.27999946886678;2.9907333719377998;0.07614663232628635;0.17572560591789635;0.9584037489242508;0.08249544700674796;0.007453399650379891;0.3871089606492729;2.360847239019035;0.13160323137114388;1.234762644174184;0.050449344376445555;0.0038218407924393463;0.8449883175094209;0.000741399;93.34587431642937;11910.81616269836;2.1045902416156614e6;2040.0;2420.0236391050184;8495.110978000546;995.6815455928023
48;Cheap RES;1407;188.79557804951676;6.310207536662856;0.15735308503163073;0.19433028942709552;1.182890525274686;0.08240724237789171;0.009401020402541989;0.48611591294832296;3.169243317322367;0.12973346254739718;1.4028648958258914;0.06308168595952394;0.0025545464555172064;1.0665471244526503;0.000741399;91.49594499626937;11975.325615258265;2.032391371670861e6;2040.0;2395.0312337689684;8614.681269509585;965.6131119797251
48;low demand growth;1515;208.42769575738342;3.190504061776998;0.06285080477774563;0.17528432554452744;1.0904787577701691;0.08071336057496985;0.007683990396522164;0.45153852553096807;1.7005655602603411;0.14685846501718944;1.0998588375925598;0.05737255535912279;0.016238910142660365;0.11085751442832968;0.000741399;90.59203352981662;11871.04901534626;1.94446817247851e6;2040.0;2158.4514696364436;8684.923593810847;1027.6739518989596
48;high demand growth;1534;210.52304906216676;3.733176021174364;0.08148809649343927;0.17306203244737356;1.165311557298175;0.08194821004389427;0.007469876398781968;0.4705542854872099;2.7335611404211675;0.17875524840638665;1.3770578996659502;0.06979016516151999;0.003780008955185717;1.0268053986223542;0.000741399;96.58109586867424;12079.14454551631;2.358085416325075e6;2040.0;2867.1189190428427;8282.29541829654;929.7302081769384
48;expensive electrolysis;1538;212.36819686351677;7.868267282376921;0.2083909983841868;0.20628828732327223;1.5063544988865778;0.08159570650827098;0.007795095557385404;0.47717531517357875;4.637696445763697;0.13560111296761257;1.2854609706545426;0.05570838039379833;0.0017786294193020732;0.11443753491176074;0.000741399;92.91583961608444;11916.754352267655;2.0848097242686863e6;2040.0;2420.6987295132744;8519.518053776508;976.5375689778816
48;cheap electrolysis;1531;205.4560498430334;6.101309343278393;0.11745774412189196;0.20286501247514593;1.5539642468785793;0.08248735855364399;0.007877360846121777;0.4007052870507452;3.1723960412738865;0.097769836105236;1.2748486887671604;0.059498067697021116;0.002142568609618438;0.8780992085531334;0.000741399;92.9203327401368;11923.805002290519;2.0687808043591753e6;2041.0;2140.100141962679;8801.704702110155;1024.7555304050584
48;double CNHydrogen target 2030;1703;241.02234143523344;6.536385161781695;0.07713030662981062;0.20290904901780524;0.9050356850147687;0.0781436477126686;0.006172621772416693;0.6555955892814171;3.852087615968992;0.09306463335058106;1.108862873349484;0.0765560988760101;0.0029824398530967616;0.7021755162799624;0.000741399;92.8584621213115;11923.518792063189;2.108506093868048e6;2041.0;2140.553412473978;8802.114673744047;1023.7774259738748
