Year;EOM_avg;REC_y;REC_d;REC_h;CAP_CCGT_old;CAP_CCGT_new;CAP_SPP_coal_old;CAP_WindOnshore;CAP_Nuclear;CAP_Solar;CAP_SPP_lignite_old;FS_CCGT_old;FS_CCGT_new;FS_SPP_coal_old;FS_WindOnshore;FS_Nuclear;FS_Solar;FS_SPP_lignite_old
2030.0;79.17854439058218;1.2102221808486184;0.0;0.0;4.3061;183.04089655830504;13.262899999999998;666.4485635955372;45.467904000000004;24.950117647114123;11.920719999999998;7.9550025900633035;999.1543613376342;20.101763656342712;1251.5792940399363;397.43491162221625;24.028637811638024;28.487939307730176
2031.0;79.38696821263383;1.2275140277044934;0.0;0.0;2.15305;182.3578618257606;11.3682;711.4276334488079;41.678912000000004;18.712588235387788;10.217759999999998;3.737443449031198;973.7740813993981;18.466351908589246;1336.049237510632;359.33622800749026;18.021478357542968;21.18205045560256
2032.0;78.97026023794622;1.1597107699246196;0.0;0.0;0.0;175.89862683075165;9.4735;837.0783662568824;37.88992000000001;39.28740256914242;8.5148;0.0;845.7159290920514;12.21983625068201;1570.5086246265255;315.562260556571;37.836399422918845;14.179736828930103
2033.0;79.16591142197314;0.9621219552004325;0.0;0.0;0.0;200.2660010418208;7.5788;853.6459450953197;34.100928;88.86933596696721;6.81184;0.0;857.597245730098;7.057096658043143;1601.2084341608108;278.53692270269056;82.33329310216892;10.584292171551153
2034.0;80.1102867256181;0.7934934496411149;0.0;0.0;0.0;193.8067660423202;5.6841;903.7321325743716;30.311936000000003;134.69254615132598;5.108879999999999;0.0;790.9785311084767;7.3319017516396014;1691.258007995546;226.29209501051423;122.19066666199751;7.938219128642351
2035.0;80.44200597508554;0.6498415583967375;0.0;0.0;0.0;187.34753104235455;3.7894;948.6789192240075;26.522944000000003;169.77473703808155;3.40592;0.0;754.7931578355784;4.8879344801267095;1770.8322415814325;177.89613710153822;150.4441046656953;4.926609492398725
2036.0;80.34030334010342;0.5500430092609251;0.0;0.0;0.0;180.88829604236972;1.8947;1026.2242067660695;22.733952000000002;197.652161291964;1.70296;0.0;678.9254652078354;2.232714562801503;1885.035867275569;141.5728769572762;171.2782323629679;2.3865167835640553
2037.0;79.82341334178489;0.4856453128114607;0.0;0.0;0.0;174.42906104237974;0.0;1103.0179268416887;18.944960000000005;217.09647960801516;0.0;0.0;623.6979881125853;0.0;1981.8623361798677;113.75597864836925;181.20942674029365;0.0
2038.0;78.15085502474197;0.44975779096447394;0.0;0.0;0.0;174.4290610423868;0.0;1196.9944422796705;15.155968000000001;255.8677627430568;0.0;0.0;558.0631478526702;0.0;2088.1561745555928;83.4943655830539;204.47048317795583;0.0
2039.0;76.78774122289528;0.42481460820662603;0.0;0.0;0.0;174.42906104239307;0.0;1276.6273039568298;11.366976000000001;255.86776274584653;0.0;0.0;517.4985061746174;0.0;2170.9433637032425;61.93296258104227;205.80812930435894;0.0
2040.0;75.49457824434549;0.4267812783159993;0.0;0.0;0.0;174.42906104239904;0.0;1376.5575255944213;7.577984000000001;255.86776274648577;0.0;0.0;468.8642885821247;0.0;2267.859589538569;39.67510395009746;204.33339540057045;0.0
2041.0;75.75317169078498;0.4381454855324341;0.0;0.0;0.0;174.4290610424048;0.0;1407.9168435710628;3.7889920000000004;255.8677627468886;0.0;0.0;475.4718347467801;0.0;2304.393768527739;19.83755197504873;202.98573595106512;0.0
2042.0;75.65356930706264;0.4278316393416482;0.0;0.0;0.0;174.4290610424118;0.0;1468.5832423420422;0.0;255.86776274717838;0.0;0.0;463.9423210729808;0.0;2366.1597007234254;0.0;200.31826912120488;0.0
2043.0;85.6808435781297;0.4622735669766652;0.0;0.0;0.0;174.42906104242022;0.0;1454.0761961862117;0.0;255.86776274736826;0.0;0.0;479.3191141477794;0.0;2362.9262406069674;0.0;200.51973752456118;0.0
2044.0;86.77126821847362;0.4567572135082803;0.0;0.0;0.0;174.42906104242834;0.0;1458.6793378024183;0.0;255.86776274767942;0.0;0.0;491.32572077984184;0.0;2374.0554394676524;0.0;201.71888713015224;0.0
2045.0;81.6764666204308;0.4562067159081436;0.0;0.0;0.0;174.42906104243608;0.0;1526.7604408434645;0.0;255.86776274812507;0.0;0.0;449.41810793291637;0.0;2440.892487664871;0.0;199.44254463620638;0.0
2046.0;79.23533496753966;0.47037308247851434;0.0;0.0;0.0;95.61137555478301;0.0;1919.585321791849;0.0;255.86776274851218;0.0;0.0;199.84859276072805;0.0;2720.3194228290204;0.0;168.03474371562558;0.0
2047.0;73.97361926515275;0.4384287913567339;0.0;0.0;0.0;94.76003556491807;0.0;1932.093598319399;0.0;265.0671183694826;0.0;0.0;200.06604006587872;0.0;2730.082871574998;0.0;173.06523851760934;0.0
2048.0;68.93619879032578;0.41208074476627965;0.0;0.0;0.0;94.760035564917;0.0;2015.5992732202474;0.0;275.97326068965;0.0;0.0;179.03152395657992;0.0;2782.955135734603;0.0;175.66944739958578;0.0
2049.0;64.31789463925742;0.38545965840941754;0.0;0.0;0.0;77.53864378204013;0.0;2115.310690097093;0.0;287.06348746922;0.0;0.0;134.5980335508125;0.0;2836.564786796796;0.0;179.75656750531837;0.0
2050.0;59.73646357235795;0.35525636031634733;0.0;0.0;0.0;59.02075337076162;0.0;2310.0532456872356;0.0;299.17923755745846;0.0;0.0;80.29627126638556;0.0;2926.657592273592;0.0;174.5564411118286;0.0
2051.0;55.355251804529;0.33397736221339214;0.0;0.0;0.0;36.602809484262956;0.0;2427.2022621565343;0.0;309.1500049004013;0.0;0.0;45.71612419142909;0.0;2979.3698378033455;0.0;175.08832383449902;0.0
2052.0;51.08122463955093;0.3128840188069964;0.0;0.0;0.0;36.60280948425044;0.0;2540.172624293914;0.0;318.74274837123505;0.0;0.0;19.319798440516163;0.0;3027.0093948585877;0.0;176.58679957796554;0.0
2053.0;46.93276264964086;0.2942812000380859;0.0;0.0;0.0;36.6028094842519;0.0;2668.6074492515068;0.0;327.8164256849047;0.0;0.0;0.042454690067544626;0.0;3067.1196766935846;0.0;183.05544648308765;0.0
2054.0;42.956998037809235;0.2780493402064092;0.0;0.0;0.0;36.60280948425274;0.0;2683.237405520422;0.0;336.28496825013974;0.0;0.0;7.713770068838853e-10;0.0;3079.126356267479;0.0;193.29027570005428;0.0
2055.0;39.18191227422667;0.2640940281897745;0.0;0.0;0.0;36.60280948421539;0.0;2699.9209889867243;0.0;344.200826415118;0.0;0.0;5.103898875929606e-10;0.0;3091.7935615207302;0.0;203.13517663950475;0.0
2056.0;35.599631126244034;0.25231795548233876;0.0;0.0;0.0;30.826609216786988;0.0;2728.0117994835355;0.0;351.61071696463097;0.0;0.0;3.831264992581833e-10;0.0;3110.594341179301;0.0;206.4662976436036;0.0
2057.0;32.21211210684957;0.24275455705795992;0.0;0.0;0.0;30.82660921184743;0.0;2746.2137485485177;0.0;358.51721656253113;0.0;0.0;3.3735996131809094e-10;0.0;3125.7810677466655;0.0;213.89987648589513;0.0
2058.0;28.99467489193317;0.23487450735859564;0.0;0.0;0.0;1.0057272931853596e-9;0.0;2763.9895607220783;0.0;365.0417010548393;0.0;0.0;2.4796270802307656e-10;0.0;3138.141950572071;0.0;224.10213423683211;0.0
2059.0;25.94312377725809;0.2284107253362752;0.0;0.0;0.0;7.781269786668343e-10;0.0;2781.8605234179545;0.0;371.2414308612186;0.0;0.0;2.1829187152592216e-10;0.0;3152.9883863021387;0.0;231.92844419981938;0.0
2060.0;23.878810667977824;0.22333803918294676;0.0;0.0;0.0;8.562701725339292e-10;0.0;2829.7291484510056;0.0;377.37281505789633;0.0;0.0;2.2358176205429736e-10;0.0;3173.704014186609;0.0;238.83492428779337;0.0
2061.0;34.73160434503587;0.24055266243715162;0.0;0.0;0.0;8.411167195442859e-10;0.0;2798.3698304743593;0.0;377.3728150574924;0.0;0.0;2.7520650977778185e-10;0.0;3193.9060120242425;0.0;231.01762112072058;0.0
